Trump,Warren,Text,id,created_at,user_id,coordinates,location
0.4765151515151516,0.5222222222222224,"RT @fred_guttenberg: OMG — this new @JoeBiden ad is DEVASTATING to Trump. I agree, he is like a deer caught in the headlights.   Please wat…",1264116263057580033,Sat May 23 08:49:37 +0000 2020,53436383,,"Texas, USA"
0.4765151515151516,0.5222222222222224,RT @djrothkopf: Beating Trump in November is not the goal.  It is not even the minimum acceptable outcome.  The GOP is the problem.  The GO…,1264116264127127552,Sat May 23 08:49:38 +0000 2020,2741505201,,Great Lakes (aka Third Coast)
1.4765151515151516,0.8555555555555557,RT @ScherieMurray: I am Black and I will be voting for President @realDonaldTrump in November @JoeBiden. #YouAintBlack and your record for…,1264116264504606720,Sat May 23 08:49:38 +0000 2020,1213130595921883136,,
1.4765151515151516,0.8555555555555557,"RT @BrunoAmato_1: If you add up every time Joe Biden has mispoken in his entire life, it adds up to one Trump press conference.",1264116264600920065,Sat May 23 08:49:38 +0000 2020,346607165,,San Jose
1.4765151515151516,0.8555555555555557,"RT @AntonioUriz: A DIFERENCIA de ESPAÑA, esto es lo que hace un BUEN GOBERNANTE que AMA a su PAÍS.

D. DONALD JOHN TRUMP, ha ORDENADO que l…",1264116264827596800,Sat May 23 08:49:38 +0000 2020,367807075,,España
1.6867424242424243,0.8555555555555557,"RT @_1216715: Hot off the presses...devastating new Trump ad!  

#YouAintBlack https://t.co/4CYUH3hPvL",1264116264856768512,Sat May 23 08:49:38 +0000 2020,876005204583268353,,
1.6867424242424243,0.8555555555555557,Ronald J Trump https://t.co/pltwiq7pi5,1264116264408055813,Sat May 23 08:49:38 +0000 2020,49575763,,Sweden
1.6867424242424243,0.6888888888888891,"RT @dcexaminer: .@JoeBiden is offering black voters a choice: serve as toy soldiers or become traitors, writes @KayleeDMcGhee.

""Biden sugg…",1264116266127638529,Sat May 23 08:49:38 +0000 2020,978311048217243648,,
1.6867424242424243,1.138888888888889,"RT @LindseyGrahamSC: The comments from @JoeBiden were truly offensive, but a rare and honest insight into liberals thinking.
 
Liberals bel…",1264116266719043584,Sat May 23 08:49:38 +0000 2020,302120133,,"Cape Town, South Africa"
1.5867424242424242,1.138888888888889,RT @howardfineman: This is a #GOP governor literally crying at what #Trump and his mob have done to turn #COVID masks into a political stat…,1264116266815516672,Sat May 23 08:49:38 +0000 2020,767231179934150656,,
1.5867424242424242,0.9163888888888891,RT @TW1N_6RZ: I just got a stupid tiny little Bible in the mail today along with bullshit bills and other garbage from Third Party assholes…,1264116268170448896,Sat May 23 08:49:39 +0000 2020,900762656994406401,,
1.5867424242424242,0.9163888888888891,"@MichaelPacker15 @maddow @Lawrence nor do I.

but I have no reason to care.

my only beef is with the people who gi… https://t.co/EfmsqKAHk8",1264116268266778624,Sat May 23 08:49:39 +0000 2020,1179963999191887872,,
